species	gene_id	transcript_id	protein_id	protein_length	isoform_selection	family	pfam_id	hmm_score	hmm_evalue	domain_score	domain_evalue	domain_start	domain_end	domain_coverage	hmm_domain_count	interpro_signature_id	interpro_id	interpro_description	interpro_supporting_databases	classification_status	reference_release	assembly_accession
setaria_viridis	SEVIR_7G130900v2	TKW04772	TKW04772	748	canonical	Hsp40	PF00226	81.9	5.5e-23	80.6	1.4e-22	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_7G200900v2	TKW05819	TKW05819	419	canonical	Hsp40	PF00226	84.7	7.2e-24	84.7	7.2e-24	13	71	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_7G202400v2	TKW05840	TKW05840	545	canonical	Hsp60	PF00118	529.8	1.3e-158	529.6	1.5e-158	31	536	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_7G215000v2	TKW06022	TKW06022	306	canonical	HSF	PF00447	106.0	2.5e-30	105.5	3.5e-30	11	100	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_7G280000v2	TKW07020	TKW07020	349	canonical	Hsp40	PF00226	99.3	2.1e-28	98.5	3.7e-28	30	92	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_7G302300v2	TKW07375	TKW07375	419	canonical	Hsp40	PF00226	90.5	1.2e-25	89.8	1.9e-25	69	131	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_7G304800v2	TKW07412	TKW07412	532	canonical	Hsp20	PF00011	23.8	7.8e-05	22.1	0.00026	27	123	0.8627450980392157	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PRINTS;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_7G335600v2	TKW07865	TKW07865	439	canonical	Hsp70	PF00012	301.4	2.2e-89	301.1	2.7e-89	58	435	0.6210350584307178	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G004400v2	TKW08066	TKW08066	1569	canonical	Hsp60	PF00118	82.0	7.5e-23	80.8	1.8e-22	191	429	0.4723926380368098	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G042450v2	TKW08721	TKW08721	203	canonical	Hsp40	PF00226	52.1	1.1e-13	51.3	1.9e-13	67	128	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G049200v2	TKW08804	TKW08804	341	canonical	Hsp40	PF00226	100.4	9e-29	97.4	7.7e-28	4	68	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G061800v2	TKW08987	TKW08987	449	canonical	Hsp40	PF00226	98.8	3e-28	98.0	5.3e-28	91	152	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G132300v2	TKW09909	TKW09909	257	canonical	Hsp20	PF00011	70.1	2.9e-19	69.4	4.9e-19	148	257	0.9901960784313726	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G099600v2	TKW10041	TKW10041	343	canonical	Hsp40	PF00226	90.9	8.6e-26	90.3	1.3e-25	5	68	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G160900v2	TKW10384	TKW10384	1632	canonical	Hsp60	PF00118	107.2	1.8e-30	106.6	2.7e-30	291	527	0.4703476482617587	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G174500v2	TKW10577	TKW10577	1794	canonical	Hsp60	PF00118	116.8	2.2e-33	116.2	3.4e-33	407	654	0.48466257668711654	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G176200v2	TKW10601	TKW10601	155	canonical	Hsp40	PF00226	75.1	7.3e-21	73.5	2.3e-20	13	81	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G190466v2	TKW10790	TKW10790	209	canonical	Hsp40	PF00226	69.9	3.1e-19	69.0	5.8e-19	17	68	0.8412698412698413	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G197700v2	TKW10890	TKW10890	788	canonical	Hsp90	PF00183	655.2	1.8e-196	654.8	2.3e-196	265	759	0.9806949806949807	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G207050v2	TKW11025	TKW11025	698	canonical	Hsp90	PF00183	801.7	7e-241	801.4	8.8e-241	185	693	0.9942084942084942	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G207150v2	TKW11027	TKW11027	698	canonical	Hsp90	PF00183	802.1	5.2e-241	801.8	6.6e-241	185	693	0.9942084942084942	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G207201v2	TKW11028	TKW11028	698	canonical	Hsp90	PF00183	803.2	2.5e-241	802.9	3.1e-241	185	693	0.9942084942084942	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G217200v2	TKW11185	TKW11185	392	canonical	Hsp40	PF00226	92.9	2e-26	91.6	4.9e-26	6	68	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G228600v2	TKW11366	TKW11366	233	canonical	Hsp40	PF00226	55.5	9.5e-15	54.9	1.5e-14	72	139	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G238700v2	TKW11540	TKW11540	306	canonical	Hsp70	PF00012	212.6	1.7e-62	208.1	3.8e-61	15	302	0.5008347245409015	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G238750v2	TKW11541	TKW11541	175	canonical	Hsp70	PF00012	39.3	4.9e-10	39.1	5.9e-10	72	141	0.12186978297161936	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;Pfam;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G242500v2	TKW11600	TKW11600	415	canonical	HSF	PF00447	106.4	1.9e-30	105.8	2.9e-30	45	134	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_6G245000v2	TKW11638	TKW11638	156	canonical	Hsp40	PF00226	70.4	2.1e-19	70.0	2.8e-19	55	116	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G003000v2	TKW11908	TKW11908	339	canonical	Hsp40	PF00226	99.5	1.7e-28	98.8	3e-28	4	67	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G038700v2	TKW12489	TKW12489	190	canonical	Hsp40	PF00226	62.9	4.8e-17	62.2	7.9e-17	3	71	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G042600v2	TKW12545	TKW12545	1063	canonical	Hsp40	PF00226	54.8	1.6e-14	37.7	3.4e-09	983	1015	0.5238095238095238	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G061300v2	TKW12840	TKW12840	525	canonical	Hsp60	PF00118	527.8	5.1e-158	527.7	5.8e-158	28	516	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G064400v2	TKW12878	TKW12878	211	canonical	Hsp40	PF00226	76.2	3.2e-21	75.6	5.1e-21	75	138	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G072100v2	TKW13015	TKW13015	1039	canonical	Hsp40	PF00226	72.6	4.4e-20	69.0	6e-19	68	129	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G090600v2	TKW13297	TKW13297	148	canonical	Hsp20	PF00011	92.1	4.1e-26	91.9	4.8e-26	44	147	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G090800v2	TKW13301	TKW13301	163	canonical	Hsp20	PF00011	62.1	8.7e-17	61.8	1.1e-16	51	136	0.803921568627451	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G090900v2	TKW13302	TKW13302	149	canonical	Hsp20	PF00011	112.7	1.6e-32	112.4	1.9e-32	45	148	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G091000v2	TKW13303	TKW13303	150	canonical	Hsp20	PF00011	112.0	2.5e-32	111.8	3e-32	46	149	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G091100v2	TKW13305	TKW13305	151	canonical	Hsp20	PF00011	112.8	1.5e-32	112.6	1.7e-32	47	150	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G091200v2	TKW13306	TKW13306	151	canonical	Hsp20	PF00011	113.3	1e-32	113.1	1.2e-32	47	150	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G129100v2	TKW13858	TKW13858	163	canonical	Hsp20	PF00011	111.6	3.5e-32	111.3	4.3e-32	59	161	0.9901960784313726	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G129200v2	TKW13859	TKW13859	163	canonical	Hsp20	PF00011	111.6	3.5e-32	111.3	4.3e-32	59	161	0.9901960784313726	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G158800v2	TKW14291	TKW14291	350	canonical	Hsp40	PF00226	98.4	3.9e-28	97.6	6.7e-28	27	89	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G172000v2	TKW14500	TKW14500	1043	canonical	Hsp40	PF00226	70.7	1.7e-19	69.7	3.6e-19	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G181900v2	TKW14669	TKW14669	408	canonical	Hsp40	PF00226	95.2	3.8e-27	94.0	9.3e-27	18	80	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G184800v2	TKW14721	TKW14721	595	canonical	Hsp40	PF00226	60.8	2.1e-16	59.3	6.2e-16	325	385	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G188700v2	TKW14772	TKW14772	667	canonical	Hsp70	PF00012	859.8	1.8e-258	859.6	2.1e-258	40	648	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G189700v2	TKW14782	TKW14782	667	canonical	Hsp70	PF00012	858.6	4.2e-258	858.4	4.8e-258	40	648	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G197400v2	TKW14894	TKW14894	374	canonical	Hsp40	PF00226	84.8	6.6e-24	84.0	1.2e-23	126	187	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G208300v2	TKW15087	TKW15087	311	canonical	HSF	PF00447	96.7	2e-27	95.1	6.1e-27	5	96	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G226100v2	TKW15267	TKW15267	188	canonical	Hsp40	PF00226	79.4	3.3e-22	78.1	8.2e-22	11	81	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G240300v2	TKW15489	TKW15489	317	canonical	HSF	PF00447	98.1	7.1e-28	97.4	1.2e-27	28	117	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G214700v2	TKW15819	TKW15819	284	canonical	Hsp20	PF00011	39.4	1.1e-09	37.3	4.8e-09	20	109	0.9019607843137255	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G214400v2	TKW15821	TKW15821	166	canonical	Hsp20	PF00011	40.0	6.8e-10	38.3	2.3e-09	28	105	0.8725490196078431	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G288700v2	TKW16267	TKW16267	337	canonical	Hsp40	PF00226	84.3	9.8e-24	83.4	1.9e-23	7	68	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G308500v2	TKW16579	TKW16579	341	canonical	Hsp40	PF00226	66.0	5e-18	64.9	1.1e-17	77	139	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G310000v2	TKW16605	TKW16605	265	canonical	HSF	PF00447	95.2	5.9e-27	94.7	8.3e-27	37	126	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G318400v2	TKW16728	TKW16728	914	canonical	Hsp100	PF02861	101.5	7.8e-29	97.5	1.4e-27	5	132	0.9920634920634921	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G321500v2	TKW16772	TKW16772	448	canonical	HSF	PF00447	106.4	1.9e-30	105.3	4e-30	14	103	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G381300v2	TKW17637	TKW17637	648	canonical	Hsp70	PF00012	877.9	5.8e-264	877.7	6.5e-264	8	617	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G403900v2	TKW17975	TKW17975	1625	canonical	Hsp60	PF00118	92.1	6.5e-26	91.4	1.1e-25	364	604	0.47443762781186094	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G404700v2	TKW17984	TKW17984	328	canonical	Hsp40	PF00226	66.6	3.2e-18	65.9	5.3e-18	8	67	0.9206349206349206	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G439500v2	TKW18562	TKW18562	789	canonical	Hsp40	PF00226	75.6	5.2e-21	73.8	1.8e-20	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G444500v2	TKW18646	TKW18646	749	canonical	Hsp40	PF00226	35.3	1.9e-08	34.3	3.9e-08	68	128	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_5G477100v2	TKW19121	TKW19121	526	canonical	Hsp40	PF00226	91.4	6.1e-26	89.6	2.2e-25	412	475	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G010900v2	TKW19290	TKW19290	579	canonical	Hsp60	PF00118	280.5	5e-83	274.6	3.1e-81	57	559	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G013100v2	TKW19330	TKW19330	445	canonical	Hsp40	PF00226	93.2	1.7e-26	92.3	3e-26	76	138	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G039000v2	TKW19723	TKW19723	276	canonical	Hsp40	PF00226	70.0	2.8e-19	69.2	5.2e-19	20	88	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G050200v2	TKW19902	TKW19902	545	canonical	Hsp60	PF00118	529.6	1.5e-158	529.4	1.7e-158	31	536	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G058600v2	TKW20028	TKW20028	531	canonical	Hsp70	PF00012	643.7	4.9e-193	643.5	5.6e-193	10	529	0.8580968280467446	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G078800v2	TKW20317	TKW20317	251	canonical	Hsp20	PF00011	67.9	1.4e-18	67.4	2e-18	154	250	0.9803921568627451	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G087200v2	TKW20424	TKW20424	467	canonical	Hsp40	PF00226	89.8	1.9e-25	89.1	3e-25	73	135	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G088800v2	TKW20449	TKW20449	221	canonical	Hsp20	PF00011	49.3	8.9e-13	48.7	1.4e-12	126	215	0.9313725490196079	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G089100v2	TKW20452	TKW20452	279	canonical	Hsp20	PF00011	65.2	9.5e-18	64.6	1.5e-17	182	278	0.9803921568627451	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G105100v2	TKW20680	TKW20680	442	canonical	Hsp40	PF00226	90.1	1.6e-25	88.7	4e-25	32	94	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G111300v2	TKW20781	TKW20781	147	canonical	Hsp20	PF00011	75.7	5.4e-21	75.3	6.9e-21	34	144	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G115500v2	TKW20835	TKW20835	1609	canonical	Hsp60	PF00118	104.7	1e-29	104.0	1.6e-29	287	531	0.48466257668711654	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G185500v2	TKW21090	TKW21090	109	canonical	Hsp40	PF00226	66.8	2.9e-18	66.5	3.4e-18	19	81	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G161300v2	TKW21399	TKW21399	303	canonical	Hsp40	PF00226	46.6	5.7e-12	45.8	1e-11	53	108	0.9206349206349206	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
setaria_viridis	SEVIR_4G129900v2	TKW21600	TKW21600	1822	canonical	Hsp60	PF00118	105.5	5.9e-30	104.5	1.2e-29	377	639	0.5173824130879345	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_005286985.1
